17.8	須菩提！於然燈佛所，若有一法如來所得，名阿耨多羅三藐三菩提，然燈佛則不授我記：『婆羅門！汝於來世，當得作佛，號釋迦牟尼，多陀阿伽度，阿羅訶，三藐三佛陀。』
17.9	須菩提！由實無有法如來所得，名阿耨多羅三藐三菩提，是故然燈佛與我授記，作如是言：『婆羅門！汝於來世，當得作佛，號釋迦牟尼，多陀阿伽度，阿羅訶，三藐三佛陀。』
17.10	何以故？須菩提！如來者，真如別名。
17.11	「須菩提！若有人說：『如來得阿耨多羅三藐三菩提。』是人不實語。何以故？須菩提！實無有法如來所得，名阿耨多羅三藐三菩提。
17.12	「須菩提！此法如來所得，無實無虛。是故如來說：『一切法皆是佛法。』
17.13	須菩提！一切法者，非一切法故，如來說名一切法。
17.14	「須菩提！譬如有人遍身大身。」
17.15	須菩提言：「世尊！是如來所說遍身大身，則為非身，是故說名遍身大身。」
17.16	佛言：「如是，須菩提！如是，須菩提！若有菩薩說如是言：『我當般涅槃一切眾生。』則不應說名為菩薩。
17.17	須菩提！汝意云何？頗有一法名菩薩不？」
17.18	須菩提言：「無有，世尊！」
17.19	(缺譯)
17.20	佛言：「須菩提！是故如來說：『一切法無我、無眾生、無壽者、無受者。』
17.21	須菩提！若有菩薩說如是言：『我當莊嚴清淨佛土。』如此菩薩說虛妄言。
17.22	何以故？須菩提！莊嚴佛土者，如來說則非莊嚴，是故莊嚴清淨佛土。
17.23	須菩提！若菩薩信見諸法無我、諸法無我，如來應供正遍覺說：『是名菩薩，是名菩薩。』
18.1	「須菩提！汝意云何？如來有肉眼不？」
18.2	須菩提言：「如是，世尊！如來有肉眼。」
18.3	佛言：「須菩提！汝意云何？如來有天眼不？」
18.4	須菩提言：「如是，世尊！如來有天眼。」
18.5	佛言：「須菩提！汝意云何？如來有慧眼不？」
18.6	須菩提言：「如是，世尊！如來有慧眼。」
18.7	佛言：「須菩提！汝意云何？如來有法眼不？」
18.8	須菩提言：「如是，世尊！如來有法眼。」
18.9	佛言：「須菩提！汝意云何？如來有佛眼不？」
18.10	須菩提言：「如是，世尊！如來有佛眼。」
18.11	(合併至18.13)
18.12	(合併至18.14)
18.13	「須菩提！汝意云何？於恒伽江所有諸沙，如其沙數所有恒伽，如諸恒伽所有沙數世界，如是，寧為多不？」
18.14	須菩提言：「如是，世尊！此等世界，其數甚多。」
18.15	佛言：「須菩提！爾所世界中，所有眾生，我悉見知心相續住，有種種類。
18.16	何以故？須菩提！心相續住，如來說非續住，故說續住。
18.17	何以故？須菩提！過去心不可得，未來心不可得，現在心不可得。
19.1	「須菩提！汝意云何？若有人以滿三千大千世界七寶，而用布施，是善男子、善女人，以是因緣，得福多不？」
19.2	須菩提言：「甚多，世尊！甚多，修伽陀！」
19.3	佛言：「如是，須菩提！如是。彼善男子、善女人，以是因緣，得福聚多。」
19.4	佛言：「須菩提！若福德聚，但名為聚，如來則不應說是福德聚、是福德聚。
20.1	「須菩提！汝意云何？可以具足色身觀如來不？」
20.2	須菩提言：「不可，世尊！不可以具足色身觀於如來。
20.3	何以故？此具足色身，如來說非具足色身，是故如來說名具足色身。」
20.4	佛言：「須菩提！汝意云何？可以具足諸相觀如來不？」
20.5	須菩提言：「不可，世尊！不可以具足諸相觀於如來。
20.6	何以故？此具足相，如來說非具足相，是故如來說具足相。」
21.1	佛言：「須菩提！汝意云何？如來有如是意：『我今實說法。』耶？
21.2	(缺譯)
21.3	須菩提！若有人言：『如來實能說法。』汝應當知，是人由非實有，及以邪執，起誹謗我。
21.4	何以故？須菩提！說法、說法，實無有法名為說法。」
21.5	爾時須菩提白佛言：「世尊！頗有眾生，於未來世，聽聞正說如是等相，此經章句，生實信不？」
21.6	佛告須菩提：「彼非眾生，非非眾生。
21.7	何以故？須菩提！彼眾生者，如來說非眾生，非非眾生，故說眾生。
22.1	「須菩提！汝意云何？頗有一法如來所得，名阿耨多羅三藐三菩提不？」
22.2	須菩提言：「不得，世尊！無有一法如來所得，名阿耨多羅三藐三菩提。」
22.3	佛言：「如是，須菩提！如是。乃至無有如微塵法，如來所捨，如來所得，是故說名阿耨多羅三藐三菩提平等平等。
23.1	復次，須菩提！諸佛覺知，無有差別，是故說名阿耨多羅三藐三菩提。復次，須菩提！此法平等，無有高下，是名阿耨多羅三藐三菩提。
23.2	復次，須菩提！由法無我、無眾生、無壽者、無受者等，此法平等，故名阿耨多羅三藐三菩提。
23.3	復次，須菩提！由實善法具足圓滿，得阿耨多羅三藐三菩提。須菩提！所言善法、善法者，如來說非法，故名善法。
24.1	「須菩提！三千大千世界，所有諸須彌山王，如是等七寶聚，滿此世界，有人持用布施。
24.2	若人從此般若波羅蜜經，乃至四句偈等，受持讀誦為他正說，所得功德，以前功德比此功德，百分不及一，千萬億分不及一，窮於算數不及其一，乃至威力品類相應譬喻所不能及。
25.1	「須菩提！汝意云何？如來作是念：『我度眾生。』耶？須菩提！汝今不應作如是念。
25.2	何以故？實無眾生如來所度。須菩提！若有眾生如來所度，即是我執、眾生執、壽者執、受者執。
25.3	須菩提！此我等執，如來說非執，嬰兒凡夫眾生之所執故。
25.4	須菩提！嬰兒凡夫眾生者，如來說非眾生，故說嬰兒凡夫眾生。
26.1	須菩提！汝意云何？可以具足相觀如來不？」
26.2	須菩提言：「如我解佛所說義，不以具足相應觀如來。」
26.3	佛言：「如是，須菩提！如是。不以具足相應觀如來。何以故？若以具足相觀如來者，轉輪聖王應是如來，是故不以具足相應觀如來。」
26.4	（缺譯）
26.5	是時世尊而說偈言：
26.6	「若以色見我，以音聲求我，是人行邪道，不應得見我。由法應見佛，調御法為身，此法非識境，法如深難見。
27.1	「須菩提！汝意云何？如來可以具足相得阿耨多羅三藐三菩提不？
27.2	須菩提！汝今不應作如是見：『如來以具足相得阿耨多羅三藐三菩提。』何以故？
27.3	須菩提！如來不由具足相得阿耨多羅三藐三菩提。須菩提！若汝作是念：『如來有是說：「行菩薩乘人，有法可滅。」』須菩提！汝莫作此見。
27.4	何以故？如來不說行菩薩乘人有法可滅，及以永斷。
28.1	「須菩提！若有善男子、善女人，以滿恒伽沙等世界七寶，持用布施。
28.2	若有菩薩，於一切法無我、無生，得無生忍，以是因緣，所得福德最多於彼。
28.3	須菩提！行大乘人，不應執取福德之聚。」
28.4	須菩提言：「此福德聚，可攝持不？」
28.5	佛言：「須菩提！此福德聚，可得攝持，不可執取。是故說此福德之聚，應可攝持。
29.1	「須菩提！若有人言：『如來行住坐臥。』是人不解我所說義。
29.2	何以故？須菩提！如來者，無所行去，亦無所從來，是故名如來應供正遍覺知。
30.1	「須菩提！若善男子、善女人，以三千大千世界地大微塵，燒成灰末，合為墨丸，如微塵聚。須菩提！汝意云何？是隣虛聚，寧為多不？」
30.2	須菩提言：「彼隣虛聚甚多。世尊！
30.3	何以故？世尊！若隣虛聚是實有者，世尊則不應說名隣虛聚。
30.4	何以故？世尊！所說此隣虛聚，如來說非隣虛聚，是故說名為隣虛聚。
30.5	如來所說三千大千世界，則非世界，故說三千大千世界。
30.6	何以故？世尊！若執世界為實有者，是聚一執。此聚一執，如來說非執，故說聚一執。」
30.7	佛世尊言：「須菩提！此聚一執，但世言說。須菩提！是法非可言法，嬰兒凡夫偏言所取。
31.1	「須菩提！若有人言：『如來說我見、眾生見、壽者見、受者見。』須菩提！汝意云何？是人言說，為正語不？」
31.2	須菩提言：「不正，世尊！不正，修伽陀！
31.3	何以故？如來所說我見、眾生見、壽者見、受者見，即是非見，是故說我見、眾生見、壽者見、受者見。」
31.4	「須菩提！若人行菩薩乘，如是應知應見應信，一切諸法；如是應修，為令法想不得生起。
31.5	何以故？須菩提！是法想、法想者，如來說即非想，故說法想。
32.1	「須菩提！若有菩薩摩訶薩，以滿無數無量世界七寶持用布施，
32.2	若有善男子、善女人，從此般若波羅蜜經，乃至四句偈等，受持讀誦，教他修行，為他廣說。是善男子、善女人，以是因緣，所生福德，最多於彼無量無數。
32.3	云何顯說此經？如無所顯說，故言顯說。
32.4	「如如不動，恒有正說。應觀有為法，如暗、翳、燈、幻，露、泡、夢、電、雲。」
32.5	爾時世尊說是經已，大德須菩提，心進歡喜，及諸比丘、比丘尼、優婆塞、優婆夷眾，人、天、阿修羅等，一切世間踊躍歡喜信受奉行。
