6.10	何以故？須菩提！是諸菩薩，無復我相、眾生相、人相、壽者相。
6.11	「須菩提！是諸菩薩，無法相，亦非無法相。無相，亦非無相。
!6.12	何以故？須菩提！是諸菩薩，若取法相，則為著我、人、眾生、壽者。須菩提！若是菩薩有法相，即著我相、人相、眾生相、壽者相。
6.13	（缺譯）
6.14	何以故？須菩提！不應取法，非不取法。
6.15	以是義故，如來常說栰喻法門，是法應捨，非捨法故。」
7.1	復次，佛告慧命須菩提：
7.2	「須菩提！於意云何？如來得阿耨多羅三藐三菩提耶？如來有所說法耶？」
7.3	須菩提言：「如我解佛所說義，無有定法如來得阿耨多羅三藐三菩提，亦無有定法如來可說。
7.4	何以故？如來所說法，皆不可取不可說，非法非非法。
7.5	何以故？一切聖人，皆以無為法得名。」
8.1	「須菩提！於意云何？若滿三千大千世界七寶，以用布施。須菩提！於意云何？是善男子、善女人，所得福德，寧為多不？」
8.2	須菩提言：「甚多，婆伽婆！甚多，修伽陀！彼善男子、善女人，得福甚多。
8.3	何以故？世尊！是福德聚，即非福德聚，是故如來說福德聚、福德聚。」
8.4	佛言：「須菩提！若善男子、善女人，以滿三千大千世界七寶，持用布施。
8.5	若復於此經中，受持乃至四句偈等，為他人說，其福勝彼無量不可數。
8.6	何以故？須菩提！一切諸佛阿耨多羅三藐三菩提法，皆從此經出。一切諸佛如來，皆從此經生。
8.7	須菩提！所謂佛法、佛法者，即非佛法。
9.1	「須菩提！於意云何？須陀洹能作是念：『我得須陀洹果。』不？」
9.2	須菩提言：「不也，世尊！何以故？實無有法名須陀洹。不入色聲香味觸法，是名須陀洹。」
9.3	（缺譯）
9.4	佛言：「須菩提！於意云何？斯陀含能作是念：『我得斯陀含果。』不？」
9.5	須菩提言：「不也，世尊！何以故？實無有法名斯陀含。是名斯陀含。」
9.6	「須菩提！於意云何？阿那含能作是念：『我得阿那含果。』不？」
9.7	須菩提言：「不也，世尊！何以故？實無有法名阿那含。是名阿那含。」
9.8	「須菩提！於意云何？阿羅漢能作是念：『我得阿羅漢。』不？」
9.9	須菩提言：「不也，世尊！何以故？實無有法名阿羅漢。世尊！若阿羅漢作是念：『我得阿羅漢。』即為著我、人、眾生、壽者。
9.10	世尊！佛說我得無諍三昧，最為第一，世尊說我是離欲阿羅漢。世尊！我不作是念：『我是離欲阿羅漢。』
9.11	世尊！我若作是念：『我得阿羅漢。』世尊則不記我無諍行第一。以須菩提實無所行，而名須菩提無諍、無諍行。」
10.1	佛告須菩提：「於意云何？如來昔在燃燈佛所，得阿耨多羅三藐三菩提法不？」
10.2	須菩提言：「不也，世尊！如來在燃燈佛所，於法實無所得阿耨多羅三藐三菩提。」
10.3	佛告須菩提：「若菩薩作是言：『我莊嚴佛國土。』
10.4	彼菩薩不實語。何以故？須菩提！如來所說莊嚴佛土者，則非莊嚴，是名莊嚴佛土。
10.5	是故須菩提！諸菩薩摩訶薩，應如是生清淨心，而無所住，不住色生心，不住聲、香、味、觸、法生心，應無所住而生其心。
10.6	「須菩提！譬如有人，身如須彌山王。須菩提！於意云何？是身為大不？」
10.7	須菩提言：「甚大，世尊！何以故？佛說非身，是名大身。彼身非身，是名大身。」
11.1	佛言：「須菩提！如恒河中所有沙數，如是沙等恒河，於意云何？是諸恒河沙，寧為多不？」
11.2	須菩提言：「甚多，世尊！但諸恒河，尚多無數，何況其沙。」
11.3	佛言：「須菩提！我今實言告汝。若有善男子、善女人，以七寶滿爾數恒沙數世界，以施諸佛如來。須菩提！於意云何？彼善男子、善女人，得福多不？」
11.4	須菩提言：「甚多，世尊！彼善男子、善女人，得福甚多。」
11.5	佛告須菩提：「以七寶滿爾數恒河沙世界，持用布施。若善男子、善女人，於此法門，乃至受持四句偈等，為他人說，而此福德，勝前福德無量阿僧祇。
12.1	「復次，須菩提！隨所有處，說是法門，乃至四句偈等，當知此處，一切世間天人阿修羅，皆應供養，如佛塔廟。
12.2	何況有人，盡能受持讀誦此經。
12.3	須菩提！當知是人，成就最上第一希有之法。若是經典所在之處，則為有佛，若尊重似佛。」
13.1	爾時，須菩提白佛言：「世尊！當何名此法門？我等云何奉持？」
13.2	佛告須菩提：「是法門名為『金剛般若波羅蜜』。以是名字，汝當奉持。何以故？須菩提！佛說般若波羅蜜，則非般若波羅蜜。
13.3	「須菩提！於意云何？如來有所說法不？」
13.4	須菩提言：「世尊！如來無所說法。」
13.5	「須菩提！於意云何？三千大千世界所有微塵，是為多不？」
13.6	須菩提言：「彼微塵甚多。世尊！」
13.7	「須菩提！是諸微塵，如來說非微塵，是名微塵。如來說世界，非世界，是名世界。」
13.8	佛言：「須菩提！於意云何？可以三十二大人相見如來不？」
13.9	須菩提言：「不也，世尊！何以故？如來說三十二大人相，即是非相，是名三十二大人相。」
13.10	佛言：「須菩提！若有善男子、善女人，以恒河沙等身命布施，若復有人，於此法門中，乃至受持四句偈等，為他人說，其福甚多無量阿僧祇。」
14.1	爾時，須菩提聞說是經，深解義趣，涕淚悲泣，捫淚而白佛言：
14.2	「希有，婆伽婆！希有，修伽陀！佛說如是甚深法門，我從昔來所得慧眼，未曾得聞如是法門。」「何以故？須菩提！佛說般若波羅蜜，即非般若波羅蜜。」
14.3	「世尊！若復有人得聞是經，信心清淨，則生實相，當知是名成就第一希有功德。世尊！是實相者則是非相。是故如來說名實相、實相。
14.4	世尊！我今得聞如是法門，信解受持，不足為難。若當來世其有眾生得聞是法門信解受持，是人則為第一希有。
14.5	何以故？此人無我相、人相、眾生相、壽者相。
14.6	何以故？我相，即是非相；人相、眾生相、壽者相，即是非相。
14.7	何以故？離一切諸相，則名諸佛。」佛告須菩提：
14.8	「如是，如是！若復有人得聞是經，不驚不怖不畏，當知是人甚為希有。
14.9	何以故？須菩提！如來說第一波羅蜜，非第一波羅蜜。如來說第一波羅蜜者，彼無量諸佛亦說波羅蜜，是名第一波羅蜜。
14.10	「須菩提！如來說忍辱波羅蜜，即非忍辱波羅蜜。
14.11	何以故？須菩提！如我昔為歌利王割截身體。我於爾時，無我相、無眾生相、無人相、無壽者相，無相，亦非無相。
14.12	何以故？須菩提！我於往昔節節支解時，若有我相、眾生相、人相、壽者相，應生瞋恨。
14.13	須菩提！又念過去於五百世，作忍辱仙人，於爾所世，無我相、無眾生相、無人相、無壽者相。
14.14	是故須菩提！菩薩應離一切相，發阿耨多羅三藐三菩提心。何以故？若心有住，則為非住。不應住色生心，不應住聲、香、味、觸、法生心，應生無所住心。
14.15	是故佛說：『菩薩心不住色布施。』
14.16	須菩提！菩薩為利益一切眾生，應如是布施。」
14.17	須菩提言：「世尊！一切眾生相，即是非相。何以故？如來說：『一切眾生，即非眾生。』」
14.18	「須菩提！如來是真語者、實語者、如語者、不異語者。
14.19	須菩提！如來所得法，所說法，無實無妄語。
14.20	「須菩提！譬如有人入闇，則無所見。
14.21	若菩薩心住於事而行布施，亦復如是。須菩提！譬如人有目，夜分已盡，日光明照，見種種色。若菩薩不住於事行於布施，亦復如是。
14.22	「復次，須菩提！若有善男子、善女人，能於此法門，受持讀誦修行，則為如來以佛智慧，悉知是人，悉見是人，悉覺是人，皆得成就無量無邊功德聚。
15.1	「須菩提！若有善男子、善女人，初日分以恒河沙等身布施，中日分復以恒河沙等身布施，後日分復以恒河沙等身布施，如是捨恒河沙等無量身，如是百千萬億那由他劫以身布施。
15.2	若復有人，聞此法門，信心不謗，其福勝彼無量阿僧祇，何況書寫受持讀誦修行，為人廣說。
15.3	「須菩提！以要言之，是經有不可思議不可稱量無邊功德。
15.4	此法門，如來為發大乘者說，為發最上乘者說。
15.5	若有人能受持讀誦修行此經，廣為人說，如來悉知是人，悉見是人，
15.6	皆成就不可思議不可稱無有邊無量功德聚。如是人等，則為荷擔如來阿耨多羅三藐三菩提。
15.7	何以故？須菩提！若樂小法者，則於此經，不能受持讀誦修行，為人解說。若有我見眾生見人見壽者見，於此法門，能受持讀誦修行為人解說者，無有是處。
15.8	「須菩提！在在處處，若有此經，一切世間天、人、阿修羅所應供養。當知此處，則為是塔，皆應恭敬，作禮圍繞，以諸華香而散其處。
16.1	「復次，須菩提！若善男子、善女人，受持讀誦此經，為人輕賤。
16.2	何以故？是人先世罪業，應墮惡道，以今世人輕賤故，先世罪業則為消滅，當得阿耨多羅三藐三菩提。
16.3	「須菩提！我念過去無量阿僧祇阿僧祇劫，於燃燈佛前，得值八十四億那由他百千萬諸佛，我皆親承供養，無空過者。須菩提！如是無量諸佛，我皆親承供養，無空過者。
16.4	若復有人，於後世末世，能受持讀誦修行此經，
16.5	所得功德，我所供養諸佛功德，於彼百分不及一，千萬億分，乃至算數譬喻所不能及。
16.6	「須菩提！若有善男子、善女人，於後世末世，有受持讀誦修行此經，所得功德，若我具說者，或有人聞，心則狂亂，疑惑不信。
16.7	須菩提！當知是法門不可思議，果報亦不可思議。」
17.1	爾時，須菩提白佛言：「世尊！云何菩薩發阿耨多羅三藐三菩提心？云何住？云何修行？云何降伏其心？」
17.2	佛告須菩提：「菩薩發阿耨多羅三藐三菩提心者，當生如是心：『我應滅度一切眾生，令入無餘涅槃界。如是滅度一切眾生已，而無一眾生實滅度者。』
17.3	何以故？須菩提！若菩薩有眾生相、人相、壽者相，則非菩薩。
17.4	何以故？須菩提！實無有法，名為菩薩發阿耨多羅三藐三菩提心者。
17.5	「須菩提！於意云何？如來於燃燈佛所，有法得阿耨多羅三藐三菩提不？」
17.6	須菩提白佛言：「不也！世尊！如我解佛所說義，佛於燃燈佛所，無有法得阿耨多羅三藐三菩提。」
17.7	佛言：「如是，如是！須菩提！實無有法，如來於燃燈佛所得阿耨多羅三藐三菩提。
17.8	須菩提！若有法如來得阿耨多羅三藐三菩提者，燃燈佛則不與我受記：『汝於來世，當得作佛，號釋迦牟尼。』
17.9	以實無有法，得阿耨多羅三藐三菩提，是故燃燈佛與我受記，作如是言：『摩那婆！汝於來世，當得作佛，號釋迦牟尼。』
17.10	何以故？須菩提！言如來者，即實真如。
17.11	「須菩提！若有人言：『如來得阿耨多羅三藐三菩提。』者，是人不實語。須菩提！實無有法，佛得阿耨多羅三藐三菩提。
17.12	須菩提！如來所得阿耨多羅三藐三菩提，於是中不實不妄語。是故如來說：『一切法皆是佛法。』
17.13	須菩提！所言一切法、一切法者，即非一切法，是故名一切法。
17.14	「須菩提！譬如有人，其身妙大。」
17.15	須菩提言：「世尊！如來說人身妙大，則非大身，是故如來說名大身。」
17.16	佛言：「須菩提！菩薩亦如是。若作是言：『我當滅度無量眾生。』則非菩薩。」
17.17	佛言：「須菩提！於意云何？頗有實法名為菩薩？」
17.18	須菩提言：「不也，世尊！實無有法名為菩薩。」
17.19	（缺譯）
17.20	「是故佛說：『一切法無眾生、無人、無壽者。』17.21	須菩提！若菩薩作是言：『我莊嚴佛國土。』是不名菩薩。
17.22	何以故？如來說莊嚴佛土、莊嚴佛土者，即非莊嚴，是名莊嚴佛國土。
17.23	須菩提！若菩薩通達無我、無我法者，如來說名真是菩薩菩薩。
18.1	「須菩提！於意云何？如來有肉眼不？」
18.2	須菩提言：「如是，世尊！如來有肉眼。」
18.3	佛言：「須菩提！於意云何？如來有天眼不？」
18.4	須菩提言：「如是，世尊！如來有天眼。」
18.5	佛言：「須菩提！於意云何？如來有慧眼不？」
18.6	須菩提言：「如是，世尊！如來有慧眼。」
18.7	佛言：「須菩提！於意云何？如來有法眼不？」
18.8	須菩提言：「如是，世尊！如來有法眼。」
18.9	佛言：「須菩提！於意云何？如來有佛眼不？」
18.10	須菩提言：「如是，世尊！如來有佛眼。」
18.11	佛言：「須菩提！於意云何？如恒河中所有沙，佛說是沙不？」
18.12	須菩提言：「如是，世尊！如來說是沙。」
18.13	佛言：「須菩提！於意云何？如一恒河中所有沙，有如是等恒河，是諸恒河所有沙數佛世界，如是世界，寧為多不？」
18.14	須菩提言：「彼世界甚多。世尊！」
18.15	佛告須菩提：「爾所世界中，所有眾生，若干種心住，如來悉知。
18.16	何以故？如來說諸心住，皆為非心住，是名為心住。
18.17	何以故？須菩提！過去心不可得，現在心不可得，未來心不可得。
19.1	「須菩提！於意云何？若有人以滿三千大千世界七寶持用布施，是善男子、善女人，以是因緣，得福多不？」
19.2	須菩提言：「如是，世尊！此人以是因緣，得福甚多。」
19.3	佛言：「如是，如是！須菩提！彼善男子、善女人，以是因緣，得福德聚多。
19.4	須菩提！若福德聚有實，如來則不說福德聚、福德聚。
20.1	「須菩提！於意云何？佛可以具足色身見不？」
20.2	須菩提言：「不也，世尊！如來不應以色身見。
20.3	何以故？如來說具足色身，即非具足色身，是故如來說名具足色身。」
20.4	佛言：「須菩提！於意云何？如來可以具足諸相見不？」
20.5	須菩提言：「不也，世尊！如來不應以具足諸相見。
20.6	何以故？如來說諸相具足，即非具足，是故如來說名諸相具足。」
21.1	（缺譯）
21.2	（缺譯）
21.3	佛言：「須菩提！於意云何？汝謂如來作是念：『我當有所說法。』耶？須菩提！莫作是念。何以故？若人言：『如來有所說法。』即為謗佛，不能解我所說故。
21.4	何以故？須菩提！如來說法、說法者，無法可說，是名說法。」
21.5	爾時，慧命須菩提白佛言：「世尊！頗有眾生，於未來世，聞說是法，生信心不？」
21.6	佛言：「須菩提！彼非眾生，非不眾生。
21.7	何以故？須菩提！眾生、眾生者，如來說非眾生，是名眾生。」
22.1	佛言：「須菩提！於意云何？如來得阿耨多羅三藐三菩提耶？」
22.2	須菩提言：「不也！世尊！世尊，無有少法如來得阿耨多羅三藐三菩提。」
22.3	佛言：「如是，如是！須菩提！我於阿耨多羅三藐三菩提，乃至無有少法可得，是名阿耨多羅三藐三菩提。
23.1	「復次，須菩提！是法平等，無有高下，是名阿耨多羅三藐三菩提。
23.2	以無眾生、無人、無壽者，得平等阿耨多羅三藐三菩提，一切善法得阿耨多羅三藐三菩提。
23.3	須菩提！所言善法、善法者，如來說非善法，是名善法。
24.1	「須菩提！三千大千世界中，所有諸須彌山王，如是等七寶聚，有人持用布施，
24.2	若人以此般若波羅蜜經，乃至四句偈等，受持讀誦，為他人說，於前福德，百分不及一，千分不及一，百千萬分不及一，歌羅分不及一，數分不及一，優波尼沙陀分不及一，乃至算數譬喻所不能及。
25.1	「須菩提！於意云何？汝謂如來作是念：『我度眾生。』耶？須菩提！莫作是念。
25.2	何以故？實無有眾生如來度者。」佛言：「須菩提！若有實眾生如來度者，如來則有我、人、眾生、壽者相。
25.3	須菩提！如來說：『有我者，則非有我，而毛道凡夫生者以為有我。』
25.4	須菩提！毛道凡夫生者，如來說名非生，是故言毛道凡夫生。
26.1	「須菩提！於意云何？可以相成就得見如來不？」26.2	須菩提言：「如我解如來所說義，不以相成就得見如來。」
!26.3	佛言：「如是，如是！須菩提！不以相成就得見如來。」
26.4	佛言：「須菩提！若以相成就觀如來者，轉輪聖王應是如來，是故非以相成就得見如來。」
26.5	爾時，世尊而說偈言：
26.6	「若以色見我，以音聲求我，是人行邪道，不能見如來。
26.7	彼如來妙體，即法身諸佛，法體不可見，彼識不能知。
27.1	「須菩提！於意云何？如來可以相成就得阿耨多羅三藐三菩提？
27.2	須菩提！莫作是念：『如來以相成就得阿耨多羅三藐三菩提。』
27.3	須菩提！汝若作是念：『菩薩發阿耨多羅三藐三菩提心者，說諸法斷滅相。』須菩提！莫作是念。
27.4	何以故？菩薩發阿耨多羅三藐三菩提心者，不說諸法斷滅相。
28.1	「須菩提！若善男子、善女人，以滿恒河沙等世界七寶，持用布施。
28.2	若有菩薩，知一切法無我，得無生法忍。此功德勝前所得福德。
28.3	須菩提！以諸菩薩不取福德故。」
28.4	須菩提白佛言：「世尊！菩薩不取福德？」
28.5	佛言：「須菩提！菩薩受福德，不取福德，是故菩薩取福德。
29.1	「須菩提！若有人言：『如來若去若來若住、若坐若臥。』是人不解我所說義。
29.2	何以故？如來者，無所至去，無所從來，故名如來。
30.1	「須菩提！若善男子、善女人，以三千大千世界微塵。復以爾許微塵世界，碎為微塵阿僧祇。須菩提！於意云何？是微塵眾，寧為多不？」
30.2	須菩提言：「彼微塵眾甚多。世尊！
30.3	何以故？若是微塵眾實有者，佛則不說是微塵眾。
30.4	何以故？佛說微塵眾，則非微塵眾，是故佛說微塵眾。
30.5	世尊！如來所說三千大千世界，則非世界，是故佛說三千大千世界。
30.6	何以故？若世界實有者，則是一合相。如來說一合相，則非一合相，是故佛說一合相。」
30.7	佛言：「須菩提！一合相者，則是不可說，但凡夫之人，貪著其事。
31.1	何以故？須菩提！若人如是言：『佛說我見、人見、眾生見、壽者見。』須菩提！於意云何？是人所說，為正語不？」
31.2	須菩提言：「不也，世尊！
31.3	何以故？世尊！如來說我見、人見、眾生見、壽者見，即非我見、人見、眾生見、壽者見，是名我見、人見、眾生見、壽者見。」
31.4	「須菩提！菩薩發阿耨多羅三藐三菩提心者，於一切法，應如是知，如是見，如是信，如是不住法相。
31.5	何以故？須菩提！所言法相、法相者，如來說即非法相，是名法相。
32.1	須菩提！若有菩薩摩訶薩以滿無量阿僧祇世界七寶，持用布施。
32.2	若有善男子、善女人，發菩薩心者，於此般若波羅蜜經，乃至四句偈等，受持讀誦，為他人說，其福勝彼無量阿僧祇。
32.3	云何為人演說而不名說，是名為說。」而說偈言：32.4	「一切有為法，如星、翳、燈、幻、露、泡、夢、電、雲，應作如是觀。」
32.5	佛說是經已，長老須菩提，及諸比丘、比丘尼、優婆塞、優婆夷、菩薩摩訶薩，一切世間天、人、阿修羅、乾闥婆等，聞佛所說，皆大歡喜，信受奉行。
![金剛般若波羅蜜經《金剛般若》，前後六翻。按《開元錄》，此第二譯。《思溪》經本竟失其傳，誤將陳朝真諦三藏者重出，標作魏朝留支所譯，大有逕庭。今於留支三藏所翻論中錄出經本，刊版流通，庶期披閱知有源矣。時至元辛巳冬孟望日，南山普寧經局謹記。]
